TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AgeGroup,TransactionSize,Target
198.62,Credit,Tucson,Branch,27.0,Student,84.00000000000001,1.0,1196.07,Dewasa Muda,Sedikit,0
107.03,Debit,Miami,Branch,27.0,Student,73.0,1.0,1408.07,Dewasa Muda,Sedikit,2
346.11,Debit,Dallas,Branch,41.0,Engineer,213.0,1.0,9551.64,Dewasa,Sedang,1
138.06,Debit,Charlotte,Branch,44.0,Engineer,159.0,1.0,1070.47,Dewasa,Sedikit,1
158.02,Debit,New York,ATM,49.0,Engineer,120.0,1.0,9374.24,Dewasa,Sedikit,2
830.01,Credit,Chicago,Online,66.0,Retired,96.0,1.0,4253.18,Lansia,Banyak,1
435.5,Debit,Oklahoma City,ATM,55.0,,112.0,1.0,6981.03,Dewasa,Sedang,2
110.49,Debit,Raleigh,Online,57.0,Doctor,48.0,1.0,10483.93,Dewasa,Sedikit,0
329.4,Debit,Denver,Online,34.0,Doctor,68.00000000000001,1.0,9588.07,Dewasa Muda,Sedang,1
635.4,Debit,Denver,ATM,47.0,Doctor,106.0,1.0,1238.11,Dewasa,Sedang,1
769.97,Debit,San Diego,Branch,22.0,Student,22.999999999999996,1.0,1244.93,Remaja,Sedang,0
175.07,Debit,Colorado Springs,Branch,26.0,Student,169.0,1.0,1040.25,Dewasa Muda,Sedikit,1
7.31,Debit,Las Vegas,Branch,78.0,Retired,282.0,1.0,5757.67,Lansia,Sedikit,3
56.12,Debit,El Paso,ATM,30.0,Doctor,102.0,1.0,8839.67,Dewasa Muda,Sedikit,3
424.7,Credit,Miami,Online,56.0,Retired,178.0,1.0,6239.89,Dewasa,Sedang,2
35.73,Debit,Miami,Branch,65.0,Doctor,87.0,1.0,9073.17,Lansia,Sedikit,2
3.44,Debit,Fort Worth,ATM,78.0,Retired,107.99999999999999,1.0,7561.33,Lansia,Sedikit,3
139.03,Credit,Los Angeles,Online,50.0,Engineer,81.0,1.0,2276.57,Dewasa,Sedikit,3
254.92,Credit,San Antonio,ATM,28.0,Engineer,169.0,1.0,2791.12,Dewasa Muda,Sedang,0
115.11,Debit,Albuquerque,Online,28.0,Engineer,139.0,1.0,9808.97,Dewasa Muda,Sedikit,1
171.11,Debit,San Francisco,ATM,57.0,Retired,171.0,1.0,6324.09,Dewasa,Sedikit,0
408.46,Debit,Raleigh,Branch,64.0,Retired,28.0,1.0,3140.79,Lansia,Sedang,0
342.17,Credit,New York,Branch,21.0,Student,247.0,1.0,461.83,Remaja,Sedang,2
580.71,Debit,Philadelphia,ATM,53.0,Engineer,95.0,1.0,5670.0,Dewasa,Sedang,2
821.54,Credit,Atlanta,Branch,79.0,Retired,36.0,1.0,4040.3199999999997,Lansia,Banyak,1
253.47,Debit,Atlanta,Branch,20.0,Student,238.0,1.0,220.51,Remaja,Sedang,1
22.81,Debit,New York,Online,62.0,Retired,75.0,1.0,3634.76,Lansia,Sedikit,2
266.57,Credit,Boston,Online,39.0,Engineer,96.0,1.0,7180.48,Dewasa Muda,Sedang,1
374.61,Credit,Mesa,Online,75.0,Retired,37.0,1.0,1389.71,Lansia,Sedang,2
339.35,Credit,Boston,ATM,78.0,Retired,70.0,1.0,5002.7,Lansia,Sedang,1
810.36,Debit,Columbus,ATM,20.0,Student,67.0,1.0,9239.12,Remaja,Banyak,1
9.83,Debit,Memphis,ATM,24.0,Student,86.0,1.0,666.42,Remaja,Sedikit,2
135.57,Credit,Boston,Branch,51.0,Doctor,116.00000000000001,1.0,11351.64,Dewasa,Sedikit,1
340.05,Debit,Detroit,ATM,43.0,Engineer,37.0,1.0,7234.15,Dewasa,Sedang,3
283.45,Debit,Colorado Springs,Branch,27.0,Engineer,127.0,1.0,2049.51,Dewasa Muda,Sedang,1
100.99,Debit,New York,ATM,68.0,Doctor,114.0,1.0,8865.27,Lansia,Sedikit,2
90.88,Debit,Albuquerque,Branch,18.0,Student,176.0,1.0,3908.4700000000003,Remaja,Sedikit,1
655.15,Debit,Seattle,ATM,26.0,Engineer,264.0,1.0,5587.44,Dewasa Muda,Sedang,0
320.55,Debit,Milwaukee,Online,50.0,Engineer,118.0,1.0,438.75,Dewasa,Sedang,2
41.51,Debit,Phoenix,Online,28.0,Student,48.0,1.0,609.5999999999999,Dewasa Muda,Sedikit,2
71.53,Credit,Jacksonville,Branch,68.0,Retired,39.0,1.0,2393.73,Lansia,Sedikit,3
467.13,Credit,Kansas City,Branch,54.0,Retired,45.0,1.0,3914.84,Dewasa,Sedang,3
235.4,Debit,Detroit,Branch,28.0,Student,70.0,1.0,818.3599999999999,Dewasa Muda,Sedang,3
159.32,Debit,Seattle,Branch,18.0,Student,100.00000000000001,1.0,304.44,Remaja,Sedikit,0
50.83,Credit,Philadelphia,Online,30.0,Doctor,48.0,1.0,9553.42,Dewasa Muda,Sedikit,2
56.89,Credit,Houston,Branch,59.0,Engineer,56.0,1.0,3034.67,Dewasa,Sedikit,3
20.22,Debit,Jacksonville,ATM,43.0,Engineer,138.0,1.0,5515.32,Dewasa,Sedikit,3
50.4,Debit,San Antonio,Branch,36.0,Doctor,84.00000000000001,1.0,1677.01,Dewasa Muda,Sedikit,0
73.88,Debit,Los Angeles,Branch,53.0,Retired,131.0,1.0,4055.55,Dewasa,Sedikit,3
119.61,Debit,San Diego,ATM,33.0,Doctor,53.00000000000001,1.0,9899.94,Dewasa Muda,Sedikit,0
116.58,Debit,Raleigh,Branch,43.0,Engineer,247.0,1.0,2620.74,Dewasa,Sedikit,0
391.96,Debit,,ATM,64.0,Retired,79.0,1.0,2174.16,Lansia,Sedang,0
156.26,Credit,Virginia Beach,Branch,46.0,Engineer,160.0,1.0,7854.100000000001,Dewasa,Sedikit,0
427.0,Credit,Oklahoma City,Branch,49.0,Engineer,163.0,1.0,8253.65,Dewasa,Sedang,2
443.68,Debit,Tucson,,18.0,Student,137.0,1.0,874.1499999999999,Remaja,Sedang,0
101.76,,Philadelphia,,31.0,Doctor,26.0,1.0,6043.25,Dewasa Muda,Sedikit,2
67.57,Debit,Charlotte,Branch,37.0,Engineer,107.0,1.0,2766.12,Dewasa Muda,Sedikit,1
326.29,Debit,Denver,Online,56.0,Engineer,179.0,1.0,8171.259999999999,Dewasa,Sedang,1
158.56,Debit,Sacramento,ATM,33.0,Doctor,100.00000000000001,1.0,5401.21,Dewasa Muda,Sedikit,0
56.02,Debit,Memphis,Online,27.0,Student,142.0,1.0,3548.02,Dewasa Muda,Sedikit,2
288.28,,Portland,Online,27.0,Student,36.0,1.0,160.83,Dewasa Muda,Sedang,0
245.67,Credit,Portland,Branch,24.0,Student,107.0,1.0,752.2499999999999,Remaja,Sedang,0
114.35,Credit,El Paso,Branch,41.0,Engineer,21.000000000000004,1.0,469.12,Dewasa,Sedikit,3
373.27,Credit,Miami,Online,61.0,Doctor,79.0,1.0,8441.61,Lansia,Sedang,2
504.63000000000005,Debit,Portland,Online,60.0,Engineer,168.00000000000003,1.0,3806.16,Dewasa,Sedang,0
820.15,Debit,Kansas City,Branch,47.0,Doctor,181.0,1.0,8802.97,Dewasa,Banyak,3
8.37,Debit,Colorado Springs,ATM,63.0,Retired,135.0,1.0,1106.34,Lansia,Sedikit,1
197.49,Credit,Fresno,Online,53.0,Retired,30.0,1.0,5005.33,Dewasa,Sedikit,3
637.97,Debit,New York,Branch,58.0,Retired,90.0,1.0,7949.03,Dewasa,Sedang,2
13.52,Debit,Seattle,ATM,26.0,Student,65.0,1.0,259.77,Dewasa Muda,Sedikit,0
432.1,Debit,San Francisco,ATM,49.0,Engineer,240.0,1.0,2114.3,Dewasa,Sedang,0
642.68,Debit,Fresno,Branch,50.0,Doctor,94.0,1.0,8461.46,Dewasa,Sedang,3
78.44,Credit,San Jose,Online,52.0,Retired,292.0,1.0,6870.84,Dewasa,Sedikit,0
139.72,Debit,Memphis,Branch,49.0,Engineer,201.0,1.0,5058.83,Dewasa,Sedikit,2
499.99,Debit,San Jose,Branch,31.0,Engineer,296.0,1.0,8885.0,Dewasa Muda,Sedang,0
10.07,Debit,Albuquerque,Online,24.0,Student,49.0,1.0,530.81,Remaja,Sedikit,1
120.61999999999999,Debit,Raleigh,ATM,23.0,Student,85.0,1.0,9379.53,Remaja,Sedikit,0
578.49,Debit,Nashville,Branch,59.0,Retired,180.0,1.0,6475.13,Dewasa,Sedang,2
280.92,Debit,Phoenix,Online,41.0,Doctor,168.00000000000003,1.0,5298.85,Dewasa,Sedang,2
42.42,Debit,Sacramento,Online,21.0,Student,102.0,1.0,490.57,Remaja,Sedikit,0
77.03,Debit,Fresno,ATM,67.0,Doctor,259.0,1.0,11310.27,Lansia,Sedikit,3
22.59,Debit,Seattle,ATM,62.0,Retired,45.0,1.0,3988.75,Lansia,Sedikit,0
568.76,Debit,Baltimore,ATM,51.0,Retired,155.0,1.0,7484.319999999999,Dewasa,Sedang,1
105.94,Debit,Oklahoma City,Branch,51.0,Engineer,207.0,1.0,5963.1,Dewasa,Sedikit,2
350.15,Credit,Fresno,ATM,21.0,Student,195.0,1.0,296.47,Remaja,Sedang,3
183.67,Debit,San Diego,Online,19.0,Student,238.0,1.0,910.26,Remaja,Sedikit,0
278.27,Debit,Tucson,Branch,29.0,Doctor,123.0,1.0,6684.34,Dewasa Muda,Sedang,0
470.3,Debit,Austin,ATM,40.0,Doctor,88.0,1.0,8524.09,Dewasa Muda,Sedang,1
261.69,Debit,Philadelphia,ATM,53.0,Retired,84.00000000000001,1.0,5126.65,Dewasa,Sedang,2
365.04,Debit,Virginia Beach,Branch,22.0,Student,94.0,1.0,873.8899999999999,Remaja,Sedang,0
211.1,Debit,Miami,Branch,57.0,Retired,136.0,1.0,7059.77,Dewasa,Sedang,2
21.49,Debit,Denver,ATM,58.0,Doctor,240.0,1.0,11991.24,Dewasa,Sedikit,1
63.58,Debit,Columbus,ATM,18.0,Student,199.0,1.0,8086.040000000001,Remaja,Sedikit,1
321.86,Debit,San Antonio,ATM,63.0,Doctor,167.0,1.0,12626.49,Lansia,Sedang,0
12.11,Debit,Jacksonville,,75.0,Retired,127.0,1.0,1730.28,Lansia,Sedikit,3
642.54,Debit,Milwaukee,Branch,44.0,Engineer,28.0,1.0,3143.17,Dewasa,Sedang,2
210.45,Debit,Las Vegas,ATM,27.0,Student,146.0,1.0,1242.49,Dewasa Muda,Sedang,3
313.65,Credit,Chicago,Branch,55.0,Retired,173.0,1.0,1886.36,Dewasa,Sedang,1
99.76,Debit,Sacramento,Branch,26.0,Student,131.0,1.0,416.89,Dewasa Muda,Sedikit,0
115.32,Debit,Denver,Branch,53.0,Retired,113.0,1.0,5929.08,Dewasa,Sedikit,1
33.61,Debit,Milwaukee,Online,23.0,Student,72.0,1.0,479.08,Remaja,Sedikit,2
498.59,Credit,Oklahoma City,Online,33.0,Doctor,32.0,1.0,5862.99,Dewasa Muda,Sedang,2
98.81,Debit,San Francisco,Branch,27.0,Student,91.0,1.0,797.1,Dewasa Muda,Sedikit,0
1.8700000000000003,Debit,Washington,ATM,65.0,Retired,147.0,1.0,7287.94,Lansia,Sedikit,0
78.92,Credit,Jacksonville,Online,59.0,Engineer,95.0,1.0,5624.86,Dewasa,Sedikit,3
194.29,Credit,Seattle,Branch,39.0,Engineer,10.0,1.0,2988.41,Dewasa Muda,Sedikit,0
28.73,Debit,Kansas City,ATM,53.0,Engineer,185.0,1.0,2712.96,Dewasa,Sedikit,3
105.53,Debit,Colorado Springs,Online,24.0,Student,88.0,1.0,1433.66,Remaja,Sedikit,1
737.34,Debit,Miami,Online,30.0,Doctor,34.0,1.0,7336.56,Dewasa Muda,Sedang,2
237.86,Debit,Philadelphia,ATM,18.0,Student,210.0,1.0,475.62999999999994,Remaja,Sedang,2
409.61,Debit,Kansas City,Branch,65.0,Doctor,89.0,1.0,11698.15,Lansia,Sedang,3
75.53,Credit,Fresno,Online,21.0,Student,157.0,1.0,1034.35,Remaja,Sedikit,3
72.75,Debit,Phoenix,ATM,64.0,Doctor,15.0,1.0,12042.79,Lansia,Sedikit,2
39.11,Debit,Columbus,Online,26.0,Student,143.0,1.0,518.54,Dewasa Muda,Sedikit,1
729.38,Debit,Los Angeles,ATM,68.0,Doctor,90.0,1.0,9127.65,Lansia,Sedang,3
137.49,Debit,Fort Worth,ATM,34.0,Engineer,50.00000000000001,1.0,4471.05,Dewasa Muda,Sedikit,3
504.71,Debit,Detroit,Online,29.0,Engineer,61.00000000000001,1.0,6214.54,Dewasa Muda,Sedang,3
371.47,Credit,Milwaukee,Branch,24.0,Student,58.00000000000001,1.0,1187.04,Remaja,Sedang,2
430.35,Debit,Charlotte,Online,36.0,Doctor,205.0,1.0,354.9,Dewasa Muda,Sedang,1
230.32,Debit,Las Vegas,Branch,35.0,Engineer,56.0,1.0,791.46,Dewasa Muda,Sedang,3
121.71,Debit,Chicago,ATM,52.0,Retired,140.0,1.0,5878.89,Dewasa,Sedikit,1
98.87,Debit,Detroit,Online,20.0,Student,179.0,1.0,533.2,Remaja,Sedikit,3
117.55,Debit,Fresno,ATM,24.0,Student,35.0,1.0,897.94,Remaja,Sedikit,3
244.64,Debit,Tucson,Branch,30.0,Doctor,103.0,1.0,9159.56,Dewasa Muda,Sedang,0
321.93,Debit,Nashville,ATM,45.0,Engineer,12.0,1.0,4392.73,Dewasa,Sedang,2
283.23,Debit,El Paso,Online,40.0,Engineer,98.0,1.0,2008.7700000000002,Dewasa Muda,Sedang,3
346.65,Debit,Washington,Online,30.0,Engineer,60.00000000000001,1.0,6356.96,Dewasa Muda,Sedang,0
381.62,Debit,Las Vegas,Online,64.0,Retired,164.0,1.0,6009.12,Lansia,Sedang,3
388.65,Debit,Oklahoma City,ATM,76.0,Retired,43.0,1.0,7896.850000000001,Lansia,Sedang,2
29.22,Debit,San Antonio,ATM,24.0,Student,151.0,1.0,1649.43,Remaja,Sedikit,0
46.75,Debit,Colorado Springs,Branch,67.0,Retired,150.0,1.0,2840.43,Lansia,Sedikit,1
348.64,Debit,San Jose,Online,57.0,Retired,128.0,1.0,3274.96,Dewasa,Sedang,0
319.17,Debit,Tucson,Online,73.0,Retired,81.0,1.0,6501.56,Lansia,Sedang,0
73.95,Debit,Kansas City,ATM,26.0,Student,75.99999999999999,1.0,363.92,Dewasa Muda,Sedikit,3
389.63,Debit,Mesa,Online,27.0,Engineer,99.0,1.0,9748.48,Dewasa Muda,Sedang,2
217.61,Debit,Chicago,ATM,19.0,Student,45.0,1.0,1404.53,Remaja,Sedang,1
199.84,Debit,Dallas,ATM,21.0,Student,150.0,1.0,706.44,Remaja,Sedikit,1
56.35,Debit,Charlotte,ATM,44.0,Doctor,75.0,1.0,5095.73,Dewasa,Sedikit,1
248.95000000000002,Credit,San Francisco,Branch,65.0,Retired,29.000000000000004,1.0,3059.79,Lansia,Sedang,0
142.58,Debit,San Antonio,ATM,33.0,Engineer,145.0,1.0,7844.23,Dewasa Muda,Sedikit,0
333.78,Debit,San Diego,ATM,60.0,Retired,98.0,1.0,6810.94,Dewasa,Sedang,0
332.59,Debit,San Antonio,Online,55.0,Retired,143.0,1.0,1457.07,Dewasa,Sedang,0
236.81,Debit,Oklahoma City,Branch,22.0,Student,15.0,1.0,813.68,Remaja,Sedang,2
417.8,Credit,Philadelphia,Branch,27.0,Student,130.0,1.0,1518.82,Dewasa Muda,Sedang,2
319.27,Debit,San Antonio,ATM,50.0,Doctor,150.0,1.0,10269.78,Dewasa,Sedang,0
384.1,Debit,Detroit,Branch,42.0,Engineer,172.0,1.0,672.7899999999998,Dewasa,Sedang,3
820.62,Credit,Fresno,Branch,61.0,Doctor,158.0,1.0,6024.8,Lansia,Banyak,3
474.77,Credit,Indianapolis,Online,56.0,Engineer,50.00000000000001,1.0,2158.59,Dewasa,Sedang,3
542.72,Credit,Indianapolis,Branch,43.0,Doctor,91.99999999999999,1.0,6011.8,Dewasa,Sedang,3
79.8,Debit,Fort Worth,ATM,73.0,Retired,75.99999999999999,1.0,6372.58,Lansia,Sedikit,3
46.24,Debit,San Diego,Branch,57.0,Engineer,52.00000000000001,1.0,2569.56,Dewasa,Sedikit,0
327.8,Debit,San Francisco,ATM,61.0,Doctor,53.99999999999999,1.0,10585.48,Lansia,Sedang,0
445.79,Debit,Las Vegas,ATM,52.0,Doctor,161.0,1.0,717.9899999999999,Dewasa,Sedang,3
55.89,Debit,Fresno,Online,72.0,Retired,150.0,1.0,3689.65,Lansia,Sedikit,3
158.41,Debit,Sacramento,Branch,28.0,Student,16.0,1.0,1512.16,Dewasa Muda,Sedikit,0
101.19,Credit,Denver,Online,64.0,Doctor,75.0,1.0,14389.45,Lansia,Sedikit,1
61.970000000000006,Debit,Phoenix,ATM,74.0,Retired,95.0,1.0,7014.69,Lansia,Sedikit,2
27.21,Debit,San Jose,ATM,79.0,Retired,102.0,1.0,3520.61,Lansia,Sedikit,0
173.74,Debit,Houston,Online,80.0,Retired,64.0,1.0,4913.42,Lansia,Sedikit,3
176.11,Debit,San Jose,Branch,38.0,Engineer,105.0,1.0,9155.35,Dewasa Muda,Sedikit,0
88.4,Debit,Fort Worth,Online,46.0,Engineer,174.0,1.0,2567.53,Dewasa,Sedikit,3
567.92,Debit,Columbus,Online,53.0,Retired,14.0,1.0,3779.4699999999993,Dewasa,Sedang,1
138.11,Credit,Phoenix,Online,68.0,Retired,104.0,1.0,4177.65,Lansia,Sedikit,2
456.93,Credit,Virginia Beach,Branch,28.0,Engineer,193.0,1.0,7284.76,Dewasa Muda,Sedang,0
101.42,Debit,Atlanta,Online,66.0,Retired,146.0,1.0,6530.59,Lansia,Sedikit,1
300.61,Debit,El Paso,Online,44.0,Doctor,51.00000000000001,1.0,7895.540000000001,Dewasa,Sedang,3
265.94,Debit,Boston,Online,54.0,Engineer,132.0,1.0,6781.3,Dewasa,Sedang,1
345.54,Debit,San Diego,Online,29.0,Engineer,50.00000000000001,1.0,2091.78,Dewasa Muda,Sedang,0
411.52,Debit,Los Angeles,ATM,41.0,Doctor,88.0,1.0,11108.39,Dewasa,Sedang,3
111.21,Debit,Portland,Branch,35.0,Doctor,111.0,1.0,9088.36,Dewasa Muda,Sedikit,0
316.37,Debit,Colorado Springs,ATM,53.0,Engineer,86.0,1.0,4671.69,Dewasa,Sedang,1
260.63,Debit,Fort Worth,Branch,37.0,Engineer,142.0,1.0,7534.7300000000005,Dewasa Muda,Sedang,3
92.36,Debit,Dallas,ATM,29.0,Engineer,144.0,1.0,6353.14,Dewasa Muda,Sedikit,1
262.06,Debit,Oklahoma City,Branch,63.0,Doctor,118.0,1.0,13587.52,Lansia,Sedang,2
64.5,Debit,Denver,ATM,74.0,Retired,230.0,1.0,1351.24,Lansia,Sedikit,1
175.94,Debit,Indianapolis,ATM,57.0,Retired,89.0,1.0,3728.0400000000004,Dewasa,Sedikit,3
199.47,Debit,Detroit,Online,57.0,Doctor,142.0,1.0,6067.44,Dewasa,Sedikit,3
51.07,Debit,Dallas,Branch,63.0,Retired,133.0,1.0,4292.16,Lansia,Sedikit,1
435.86,Debit,Jacksonville,ATM,56.0,Retired,134.0,1.0,3801.8200000000006,Dewasa,Sedang,3
74.73,Credit,Jacksonville,Branch,64.0,Retired,162.0,1.0,6353.22,Lansia,Sedikit,3
182.79,Credit,Louisville,Online,23.0,Student,14.0,1.0,1251.85,Remaja,Sedikit,2
628.36,Debit,Austin,Online,44.0,Doctor,107.99999999999999,1.0,11869.71,Dewasa,Sedang,1
268.39,Debit,San Antonio,Online,29.0,Doctor,177.0,1.0,9409.43,Dewasa Muda,Sedang,0
362.27,Debit,Jacksonville,ATM,80.0,Retired,47.0,1.0,6003.59,Lansia,Sedang,3
560.15,Credit,Memphis,Online,50.0,Engineer,91.99999999999999,1.0,817.83,Dewasa,Sedang,2
132.36,Debit,Colorado Springs,Branch,28.0,Student,160.0,1.0,319.65,Dewasa Muda,Sedikit,1
24.77,Credit,Nashville,Online,40.0,Engineer,17.0,1.0,478.23,Dewasa Muda,Sedikit,2
80.24,Credit,New York,Branch,53.0,Doctor,58.00000000000001,1.0,8012.810000000001,Dewasa,Sedikit,2
8.65,Debit,Mesa,ATM,68.0,Retired,198.0,1.0,4201.22,Lansia,Sedikit,2
178.91,Debit,Omaha,ATM,18.0,Student,18.999999999999996,1.0,8870.89,Remaja,Sedikit,2
115.22,Debit,San Francisco,Branch,27.0,Engineer,107.99999999999999,1.0,906.1999999999999,Dewasa Muda,Sedikit,0
161.63,Debit,San Jose,Online,46.0,Doctor,276.0,1.0,9286.37,Dewasa,Sedikit,0
542.75,Credit,Nashville,Branch,70.0,Retired,63.0,1.0,2224.08,Lansia,Sedang,2
317.47,Credit,Sacramento,Online,67.0,Doctor,16.0,1.0,14639.28,Lansia,Sedang,0
280.99,Debit,Houston,Branch,45.0,Engineer,29.000000000000004,1.0,9733.59,Dewasa,Sedang,3
24.19,Debit,San Diego,ATM,29.0,Engineer,28.0,1.0,2756.2,Dewasa Muda,Sedikit,0
586.85,Debit,Mesa,ATM,36.0,Doctor,86.0,1.0,6655.15,Dewasa Muda,Sedang,2
372.41,Debit,San Diego,ATM,55.0,Retired,143.0,1.0,3233.87,Dewasa,Sedang,0
383.69,Debit,Colorado Springs,Online,54.0,Engineer,285.0,1.0,8371.11,Dewasa,Sedang,1
247.16999999999996,Credit,Chicago,Branch,65.0,Retired,149.0,1.0,2611.64,Lansia,Sedang,1
48.78,Credit,Kansas City,Branch,18.0,Student,136.0,1.0,552.06,Remaja,Sedikit,3
4.15,Credit,Omaha,Branch,60.0,Retired,119.0,1.0,6017.36,Dewasa,Sedikit,2
60.989999999999995,Debit,Oklahoma City,Branch,34.0,Engineer,58.00000000000001,1.0,7281.46,Dewasa Muda,Sedikit,2
408.19,Debit,Mesa,Branch,26.0,Engineer,241.0,1.0,6847.47,Dewasa Muda,Sedang,2
524.6,Debit,El Paso,Branch,58.0,Doctor,75.99999999999999,1.0,13017.7,Dewasa,Sedang,3
108.96,Debit,Milwaukee,ATM,26.0,Student,247.0,1.0,7597.660000000001,Dewasa Muda,Sedikit,2
70.03,Debit,Nashville,Branch,63.0,Retired,49.0,1.0,7330.31,Lansia,Sedikit,2
124.84,Debit,Louisville,Online,52.0,Retired,79.0,1.0,6711.78,Dewasa,Sedikit,2
324.04,Debit,Virginia Beach,ATM,54.0,Retired,30.0,1.0,2248.06,Dewasa,Sedang,0
39.69,Debit,Austin,Online,70.0,Retired,163.0,1.0,3524.68,Lansia,Sedikit,1
157.7,Credit,Omaha,Branch,58.0,,45.99999999999999,1.0,8332.58,Dewasa,Sedikit,2
81.27,Credit,Seattle,Online,22.0,Student,68.00000000000001,1.0,1814.48,Remaja,Sedikit,0
193.82,Debit,Kansas City,Branch,37.0,Engineer,176.0,1.0,3886.7699999999995,Dewasa Muda,Sedikit,3
16.73,Debit,,Online,79.0,Retired,165.0,1.0,7591.129999999999,Lansia,Sedikit,0
474.05,Debit,San Jose,ATM,57.0,Retired,214.0,1.0,1484.31,Dewasa,Sedang,0
637.75,Debit,Dallas,Branch,79.0,Retired,151.99999999999997,1.0,4202.92,Lansia,Sedang,1
153.59,Credit,Portland,Branch,66.0,Retired,174.0,1.0,4813.12,Lansia,Sedikit,0
186.6,Debit,Tucson,Branch,18.0,Student,139.0,1.0,9716.68,Remaja,Sedikit,0
644.08,Debit,Atlanta,Online,24.0,Student,55.0,1.0,1980.62,Remaja,Sedang,1
226.66,Debit,,Branch,41.0,Doctor,168.00000000000003,1.0,10216.25,Dewasa,Sedang,0
305.0,Debit,Phoenix,ATM,22.0,Student,222.0,1.0,944.83,Remaja,Sedang,2
233.1,Credit,Nashville,Branch,42.0,Doctor,37.0,1.0,7469.2,Dewasa,Sedang,2
793.13,Debit,Memphis,Online,68.0,Doctor,75.99999999999999,1.0,13389.16,Lansia,Sedang,2
224.19,Debit,Houston,ATM,52.0,Doctor,93.0,1.0,8475.47,Dewasa,Sedang,3
214.83,Credit,Tucson,ATM,23.0,Student,63.0,1.0,991.6899999999999,Remaja,Sedang,0
163.46,Credit,Baltimore,Branch,63.0,Retired,111.0,1.0,6953.8,Lansia,Sedikit,1
194.99,Debit,Jacksonville,Branch,34.0,Engineer,91.0,1.0,1370.03,Dewasa Muda,Sedikit,3
227.5,Debit,Sacramento,Online,34.0,Doctor,277.0,1.0,11505.35,Dewasa Muda,Sedang,0
259.9,Debit,Oklahoma City,Online,26.0,Student,100.00000000000001,1.0,914.2799999999999,Dewasa Muda,Sedang,2
59.51,Credit,Dallas,Online,36.0,Doctor,55.0,1.0,9955.88,Dewasa Muda,Sedikit,1
112.94,Credit,San Antonio,Online,73.0,Retired,30.999999999999996,1.0,3807.8399999999997,Lansia,Sedikit,0
11.81,Debit,Phoenix,ATM,21.0,Student,131.0,1.0,320.25,Remaja,Sedikit,2
329.14,Debit,Sacramento,Branch,55.0,Doctor,14.0,1.0,12033.92,Dewasa,Sedang,0
154.24,Debit,Mesa,ATM,61.0,Retired,82.0,1.0,6109.55,Lansia,Sedikit,2
233.44,Debit,Chicago,Online,20.0,Student,297.0,1.0,1691.88,Remaja,Sedang,1
141.8,,Chicago,ATM,18.0,Student,116.00000000000001,1.0,1697.67,Remaja,Sedikit,1
209.03,Debit,Detroit,Branch,55.0,Engineer,126.0,1.0,8359.5,Dewasa,Sedang,3
261.14,Debit,San Antonio,,42.0,Engineer,162.0,1.0,6100.08,Dewasa,Sedang,0
98.71,Debit,Fort Worth,ATM,32.0,Doctor,117.0,1.0,10095.23,Dewasa Muda,Sedikit,3
87.38,Debit,Atlanta,Branch,21.0,Student,252.0,1.0,1504.99,Remaja,Sedikit,1
83.39,Debit,Omaha,Branch,32.0,Doctor,158.0,1.0,13182.11,Dewasa Muda,Sedikit,2
267.55,Debit,Charlotte,Online,46.0,Engineer,40.0,1.0,4330.04,Dewasa,Sedang,1
870.05,Debit,El Paso,ATM,29.0,Doctor,39.0,1.0,905.2499999999999,Dewasa Muda,Banyak,3
164.51,Debit,Louisville,Branch,78.0,Retired,110.0,1.0,3553.69,Lansia,Sedikit,2
758.12,Debit,San Francisco,ATM,69.0,Retired,90.0,1.0,6164.65,Lansia,Sedang,0
103.76,Debit,Kansas City,Online,28.0,Engineer,188.0,1.0,9626.14,Dewasa Muda,Sedikit,3
583.92,Debit,Kansas City,Online,55.0,Engineer,139.0,1.0,6364.14,Dewasa,Sedang,3
204.06,Debit,Washington,Online,77.0,Retired,159.0,1.0,4351.83,Lansia,Sedang,0
53.51,Debit,New York,Online,56.0,Retired,165.0,1.0,5773.5,Dewasa,Sedikit,2
52.95,Credit,Charlotte,Online,68.0,,14.0,1.0,6335.58,Lansia,Sedikit,1
120.17,Debit,Portland,ATM,49.0,Doctor,105.0,1.0,5403.79,Dewasa,Sedikit,0
220.8,Debit,Indianapolis,Online,31.0,Engineer,28.0,1.0,8135.31,Dewasa Muda,Sedang,3
119.01,Debit,Philadelphia,ATM,45.0,Doctor,87.0,1.0,9798.26,Dewasa,Sedikit,2
183.32,Debit,Raleigh,ATM,21.0,Student,74.0,1.0,137.42,Remaja,Sedikit,0
858.88,Debit,Jacksonville,Online,60.0,Engineer,227.0,1.0,7015.46,Dewasa,Banyak,3
11.46,Credit,San Francisco,Online,41.0,Engineer,128.0,1.0,2356.71,Dewasa,Sedikit,0
61.37,Debit,Columbus,Branch,75.0,Retired,164.0,1.0,4294.44,Lansia,Sedikit,1
103.08,Credit,Milwaukee,Branch,49.0,Engineer,150.0,1.0,9251.38,Dewasa,Sedikit,2
1.2100000000000002,Debit,Atlanta,Branch,55.0,Retired,196.0,1.0,7542.739999999999,Dewasa,Sedikit,1
425.18,Credit,Colorado Springs,Online,26.0,Engineer,172.0,1.0,9880.71,Dewasa Muda,Sedang,1
